name,skills,project_count,internship,communication,branch,cgpa,certificates,backlogs,marks_10,marks_12,interest_domain,placed
Kabir Roy,"SQL, Database Design, Networking",2,Yes,3,CSE,6.21,Google IT Support Certificate,No,74.48,72.54,Database Management,0
Karan Jain,"VHDL, Big Data, Cyber Security, ETL",0,No,1,IT,9.92,Python for Everybody,No,79.36,94.5,Data Engineering,1
Tanvi Malhotra,CI/CD,1,No,2,CSE,7.85,Data Science Professional Certificate,No,88.01,75.06,DevOps,0
Isha Kumar,Linux,1,No,3,Mechanical,8.29,Deep Learning Specialization,No,70.1,83.39,Cyber Security,0
Maya Verma,"TensorFlow, Embedded Systems, OpenCV, C/C++",1,No,3,ECE,6.79,fast.ai course,No,87.75,77.89,Embedded Systems,1
Kabir Joshi,"Deep Learning, C++, Machine Learning",3,No,4,IT,7.01,Deep Learning Specialization,No,88.95,79.03,Machine Learning,1
Manish Khan,SQL,1,Yes,2,ECE,8.22,"IBM Data Science Professional Certificate, TensorFlow Specialization",No,87.07,87.61,Data Engineering,1
Leena Shah,"VHDL, Deep Learning, Machine Learning",1,Yes,3,Electrical,6.62,Cisco CCNA,No,82.89,68.42,Machine Learning,0
Kabir Nair,"Java, Android Development, Network Security",1,No,3,Other,8.5,Certified Ethical Hacker,No,76.08,83.9,Networking,0
Rahul Verma,"CSS, HTML, Solidity",0,No,3,CSE,7.21,UI/UX Design Certificate,No,69.54,81.85,Web Development,0
Tanvi Verma,"Angular, AWS",1,No,2,ECE,7.36,Google UX Design,No,84.31,73.46,DevOps,0
Ananya Malhotra,"Cloud Computing, OpenCV, Linux",2,No,3,Electrical,10.0,Deep Learning Specialization,No,96.15,89.68,Cloud Computing,1
Leena Kapoor,React,0,No,5,ECE,6.92,"Udemy Full Stack, TensorFlow Specialization, Google UX Design",No,77.3,72.9,Web Development,0
Kavya Bhat,PyTorch,0,No,4,ECE,8.57,Data Science Professional Certificate,Yes,89.43,78.54,Business Intelligence,0
Vihaan Kapoor,"CI/CD, Spark, Linux, Networking",4,Yes,3,Electrical,7.44,AWS Certified Solutions Architect,No,81.73,84.76,Cyber Security,1
Tara Malhotra,"Java, Machine Learning",0,No,2,IT,9.41,IBM Data Science Professional Certificate,No,71.65,89.66,Mobile Application Development,1
Prachi Garg,"Big Data, SQL, Arduino, OpenCV, ETL",1,No,3,Mechanical,7.44,Java Programming Masterclass,No,74.85,81.65,Data Engineering,0
Aditya Khan,,3,Yes,4,Other,7.13,Azure Fundamentals,No,79.94,74.99,Machine Learning,0
Manish Sharma,"SQL, Machine Learning, Data Analysis, Solidity, Python",1,No,4,Electrical,7.89,UI/UX Design Certificate,No,80.64,87.52,Data Science,0
Sakshi Pandey,"Deep Learning, PyTorch, Blockchain",2,No,3,Mechanical,9.42,Deep Learning Specialization,No,83.35,92.58,Artificial Intelligence,0
Aarav Bhatt,"Cloud Computing, Linux",0,Yes,4,Mechanical,6.43,Certified Ethical Hacker,No,79.4,64.47,Cloud Computing,0
Aditya Shah,"JavaScript, Deep Learning",0,No,3,Civil,7.95,Deep Learning Specialization,No,87.36,76.34,Computer Vision,1
Karan Gupta,C/C++,0,Yes,3,ECE,8.95,Google IT Support Certificate,No,86.01,92.57,Internet of Things (IoT),0
Maya Khan,"Swift, Android Development, Kotlin",1,No,2,CSE,6.56,Data Science Professional Certificate,No,77.95,66.81,Mobile Application Development,1
Simran Bhat,"SQL, Database Design",1,No,3,Civil,7.04,Data Science Professional Certificate,Yes,79.71,76.35,Database Management,1
Aditya Garg,"Embedded Systems, Python",0,Yes,1,ECE,6.23,Data Science Professional Certificate,No,78.24,70.98,Robotics,0
Kabir Roy,"AWS, Python",1,No,2,Other,7.18,Google UX Design,No,86.52,76.92,Business Intelligence,1
Aarav Kapoor,"Agile, Project Management",0,Yes,1,IT,8.53,Python for Everybody,No,85.76,80.47,Project Management,1
Karan Jain,Embedded Systems,0,Yes,3,ECE,6.99,Java Programming Masterclass,No,72.34,80.37,Internet of Things (IoT),1
Aarav Joshi,"Tableau, SEO, Digital Marketing",1,Yes,3,Other,6.95,Data Science Professional Certificate,Yes,83.49,65.86,Digital Marketing,1
Rahul Singh,"Big Data, ETL",0,No,2,Electrical,9.31,Data Science Professional Certificate,No,78.7,94.2,Data Engineering,1
Karan Das,Machine Learning,1,No,1,CSE,8.59,"IBM Data Science Professional Certificate, Google UX Design",No,93.47,83.66,Electronics Design,1
Aditya Garg,"Transformers, JavaScript, Python",1,No,3,IT,8.19,Google IT Support Certificate,No,83.74,85.55,Natural Language Processing (NLP),1
Simran Kapoor,"Deep Learning, Python, Computer Vision, Android Development",0,No,4,IT,6.93,"freeCodeCamp Certificate, Google IT Support, Android Certification",Yes,87.43,70.17,Computer Vision,1
Aditya Verma,"React, CSS, HTML",1,Yes,2,CSE,5.07,Tableau Certification,Yes,77.19,63.04,Web Development,0
Leena Iyer,"CI/CD, JavaScript",1,Yes,3,Civil,7.21,Deep Learning Specialization,No,83.44,73.47,DevOps,1
Pooja Khan,"Automation, Unity, Selenium, Software Testing",2,Yes,2,ECE,6.66,Deep Learning Specialization,No,72.58,68.87,Software Testing,0
Ananya Malhotra,ETL,0,No,1,IT,8.09,Certified Ethical Hacker,Yes,74.31,74.95,Electronics Design,1
Sakshi Shah,"Deep Learning, OpenCV, Computer Vision",1,Yes,5,ECE,6.11,TensorFlow Specialization,No,81.48,68.94,Computer Vision,1
Sneha Das,PyTorch,1,Yes,3,Other,6.69,CS50 Introduction to CS,No,76.15,81.26,Electronics Design,1
Karan Pandey,Selenium,1,Yes,4,Electrical,7.45,UI/UX Design Certificate,No,79.69,86.11,Game Development,1
Riya Desai,"Deep Learning, Computer Vision, Python, Machine Learning",1,Yes,4,CSE,6.41,Certified Ethical Hacker,No,66.75,61.4,Artificial Intelligence,0
Aditya Sharma,"C++, Data Structures",1,No,4,Other,5.65,Java Programming Masterclass,Yes,77.78,61.66,Software Development,1
Kavya Khan,"Deep Learning, React, iOS Development",0,No,3,ECE,7.7,Power BI Certification,No,64.91,79.57,Database Management,1
Isha Saxena,CSS,1,No,4,Mechanical,7.22,"AWS Cloud Practitioner, TensorFlow Specialization",No,80.76,74.01,Augmented Reality (AR) / Virtual Reality (VR),1
Rohit Pandey,"Deep Learning, Python, Machine Learning",2,Yes,1,ECE,6.36,Java Programming Masterclass,No,79.49,64.29,Artificial Intelligence,1
Riya Mehta,"Linux, Cyber Security, Networking",2,Yes,5,CSE,7.18,CS50 Introduction to CS,No,76.42,71.18,Cyber Security,1
Vihaan Shah,"Tableau, Java, Python, Data Structures, C++",0,No,4,IT,7.46,Google IT Support,Yes,91.26,78.18,Software Development,1
Aarav Roy,,0,No,1,Electrical,6.46,PMP Certification,No,85.84,65.81,Digital Marketing,0
Rohit Roy,"Deep Learning, Selenium, Computer Vision, Machine Learning",3,Yes,2,Electrical,6.67,UI/UX Design Certificate,No,83.6,76.5,Artificial Intelligence,1
Pooja Khan,"SQL, Data Analysis, Python, Machine Learning",2,Yes,4,Mechanical,4.96,Deep Learning Specialization,No,81.36,54.16,Data Science,0
Isha Garg,"VHDL, Networking, Docker, Kubernetes, CI/CD, Cloud Computing",1,No,3,Civil,8.79,PMP Certification,No,86.86,88.46,Cloud Computing,1
Rahul Bhat,"Embedded Systems, Python",2,Yes,4,IT,8.62,Google UX Design,No,80.44,89.06,Internet of Things (IoT),1
Simran Singh,"Power BI, Computer Vision",1,Yes,4,ECE,6.65,Udemy Full Stack,No,86.27,72.13,Artificial Intelligence,1
Manish Sharma,OpenCV,1,No,3,Other,7.5,"CS50 Certificate, IBM Data Science Professional Certificate",No,80.59,71.89,Database Management,0
Isha Saxena,"Embedded Systems, NLP",1,No,5,Other,7.42,PMP basics,No,76.36,70.0,Embedded Systems,0
Aditya Roy,"Linux, Kubernetes",1,No,4,ECE,7.83,freeCodeCamp Certificate,No,82.12,84.04,Cloud Computing,0
Neha Rao,"Cloud Computing, SQL, Docker, Linux",2,Yes,5,Mechanical,5.44,Data Science Professional Certificate,Yes,70.92,61.59,Cloud Computing,0
Arjun Jain,"Node.js, Deep Learning, OpenCV",2,Yes,2,Other,8.86,Python for Everybody,No,82.27,78.01,Computer Vision,1
Ananya Saxena,CSS,0,No,4,Mechanical,7.83,AWS Certified Solutions Architect,No,72.59,81.3,Web Development,0
Karan Roy,"Deep Learning, Figma, Python",1,No,1,Electrical,7.71,PMP Certification,No,86.23,80.85,Machine Learning,1
Ishaan Malhotra,"NLP, Software Testing, Kubernetes",2,Yes,3,CSE,6.09,IBM Data Science Professional Certificate,No,80.58,69.03,Software Testing,0
Neha Nair,CSS,1,Yes,2,Civil,6.53,Udemy Full Stack,No,73.27,70.34,Electronics Design,0
Kabir Mehta,"Java, Android Development",1,Yes,2,IT,7.46,Google IT Support,No,73.5,84.77,Software Development,0
Rahul Gupta,"UI/UX Design, Embedded Systems, Kotlin",1,No,2,IT,9.73,"Coursera Python, Azure Fundamentals",No,81.83,87.75,UI/UX Design,1
Karan Kumar,"Linux, Cyber Security, Networking",1,No,5,Other,8.32,TensorFlow Specialization,No,92.64,91.68,Cyber Security,1
Prachi Bhat,Arduino,0,No,3,Mechanical,9.19,Udemy Full Stack,No,85.99,85.28,Automation,0
Leena Rao,,1,Yes,3,Electrical,7.65,Certified Ethical Hacker,No,75.39,73.35,Game Development,1
Sakshi Khan,"Unity, Android Development, Swift",1,Yes,5,IT,6.2,Cisco CCNA,No,75.12,66.47,Mobile Application Development,0
Tanvi Garg,"Machine Learning, Linux, Python, Arduino, Deep Learning, Computer Vision",1,Yes,2,Mechanical,8.54,TensorFlow Specialization,No,71.04,93.55,Artificial Intelligence,0
Pooja Kapoor,"JavaScript, Deep Learning, HTML",3,Yes,4,Civil,8.5,IBM Data Science Professional Certificate,No,89.85,88.7,Web Development,1
Ananya Bhatt,"Power BI, Networking",0,No,4,Civil,5.56,Certified Ethical Hacker,No,82.47,71.1,Cyber Security,0
Simran Joshi,Python,3,No,4,Civil,6.89,fast.ai course,No,77.85,78.27,Robotics,1
Maya Sharma,Swift,2,No,3,ECE,5.85,Data Science Professional Certificate,Yes,79.58,54.27,Hardware Design,0
Isha Patel,Digital Marketing,0,No,5,IT,6.49,UI/UX Design Certificate,No,75.29,77.73,Digital Marketing,0
Arjun Chopra,"Deep Learning, Figma, Computer Vision, Machine Learning",0,No,3,Other,6.04,Deep Learning Specialization,No,73.43,68.02,Artificial Intelligence,0
Riya Nair,"Data Analysis, Machine Learning",1,No,3,Mechanical,8.6,"Kaggle Micro-Course, Power BI Certification",No,66.76,78.75,Data Science,1
Arjun Saxena,"Transformers, iOS Development, Python",0,Yes,5,ECE,8.15,NPTEL DBMS,No,86.82,77.39,Natural Language Processing (NLP),0
Prachi Garg,"C++, Java, Blockchain",0,No,2,IT,7.67,Java Programming Masterclass,No,74.14,83.61,Software Development,0
Prachi Jain,"Java, ETL",1,Yes,3,Civil,6.87,AWS Certified Solutions Architect,No,76.48,74.77,Data Engineering,1
Tanvi Nair,,0,No,3,Electrical,8.5,NPTEL DBMS,No,84.12,78.26,Augmented Reality (AR) / Virtual Reality (VR),0
Sneha Jain,Machine Learning,2,No,4,IT,7.97,UI/UX Design Certificate,No,74.26,75.07,Electronics Design,1
Sneha Shah,"Deep Learning, Spark",0,No,3,Civil,6.19,PMP Certification,No,85.07,63.46,Artificial Intelligence,0
Kabir Rao,Cyber Security,2,Yes,3,ECE,7.88,fast.ai course,No,84.35,85.31,Automation,1
Ananya Malhotra,iOS Development,0,No,2,Electrical,6.98,Google IT Support Certificate,No,91.83,80.64,Electronics Design,0
Tanvi Desai,Android Development,1,No,3,CSE,5.48,Deep Learning Specialization,No,71.48,71.3,UI/UX Design,1
Vedant Roy,"Tableau, Docker",1,No,2,Other,5.34,PMP Certification,Yes,67.72,50.81,Robotics,0
Karan Pandey,"SEO, Digital Marketing",0,No,3,Mechanical,8.21,Data Science Professional Certificate,No,80.56,95.6,Digital Marketing,1
Sakshi Iyer,"Cloud Computing, Java, Linux, Kubernetes",0,No,4,Electrical,5.87,Certified Ethical Hacker,Yes,79.1,69.1,Cloud Computing,0
Vedant Bhat,"Python, Deep Learning, CI/CD, Hadoop, Computer Vision",0,No,4,Civil,5.22,Java Programming Masterclass,Yes,67.41,51.07,Artificial Intelligence,0
Kavya Kumar,"UI/UX Design, Figma, PyTorch",2,Yes,2,Electrical,6.86,"NPTEL DBMS, Udemy Full Stack",No,80.41,83.48,UI/UX Design,0
Tara Bhatt,"Embedded Systems, Linux",3,Yes,2,ECE,7.02,Python for Everybody,No,74.9,70.55,Robotics,1
Sneha Chopra,"Embedded Systems, Docker, Kubernetes, Node.js, CI/CD",1,No,4,Electrical,6.03,Google IT Support Certificate,No,67.93,67.27,DevOps,1
Simran Bhat,"Cisco, Unity, Networking",1,Yes,4,CSE,7.28,"freeCodeCamp Certificate, Tableau Certification",No,85.04,81.3,Networking,1
Vedant Jain,"SEO, Digital Marketing",0,No,2,Other,6.74,Java Programming Masterclass,No,84.52,65.4,Digital Marketing,0
Kabir Iyer,"Deep Learning, Data Analysis, Python, Machine Learning",0,Yes,3,Civil,6.49,NPTEL DBMS,No,83.05,74.31,Machine Learning,1
Neha Rao,,0,No,4,Mechanical,7.48,AWS Certified Solutions Architect,No,74.84,74.3,Business Intelligence,0
Leena Kumar,"VHDL, Machine Learning",1,No,3,CSE,6.38,Python for Everybody,Yes,82.87,59.12,Data Science,0
Vihaan Chopra,Deep Learning,0,No,5,Mechanical,6.54,Certified Ethical Hacker,No,76.45,70.43,Business Intelligence,0
Manish Desai,"NLP, Automation, Software Testing",3,Yes,3,Electrical,7.38,Google IT Support Certificate,Yes,91.09,62.53,Software Testing,1
Ananya Joshi,"Kotlin, Machine Learning, Data Analysis, Python, Deep Learning",1,No,2,ECE,7.81,AWS Certified Solutions Architect,No,73.46,82.9,Machine Learning,1
Ananya Sharma,"CSS, Power BI, Linux",0,No,4,IT,5.18,"IBM Data Science Professional Certificate, Udemy Full Stack",No,86.67,60.59,Augmented Reality (AR) / Virtual Reality (VR),1
Vedant Das,"Embedded Systems, Python",0,No,5,ECE,5.9,PMP Certification,No,86.24,70.9,Robotics,0
Tanvi Shah,"Machine Learning, Angular, Data Analysis, Java, iOS Development, Solidity, Python, Deep Learning",1,Yes,1,Electrical,9.46,Azure Fundamentals,No,70.5,95.01,Machine Learning,1
Maya Khan,"Arduino, CSS, SEO, C++, Hardware",0,No,4,Mechanical,6.33,PMP Certification,No,79.48,66.43,Information Technology (IT) Support,1
Karan Joshi,"Hadoop, Spark",1,Yes,3,ECE,7.0,UI/UX Design Certificate,No,83.3,75.19,Big Data Analytics,1
Vedant Joshi,"UI/UX Design, Solidity, Machine Learning",3,No,1,Civil,7.5,PMP Certification,No,73.71,76.07,UI/UX Design,1
Simran Sharma,Java,2,Yes,4,Other,8.62,"Azure Fundamentals, freeCodeCamp Certificate",No,63.5,80.64,Augmented Reality (AR) / Virtual Reality (VR),0
Maya Patel,"VHDL, Deep Learning, Digital Marketing",0,Yes,3,Electrical,7.87,freeCodeCamp Certificate,No,85.09,79.96,Digital Marketing,1
Sneha Jain,"SQL, Data Analysis, Machine Learning",1,No,3,Electrical,7.24,CS50 Certificate,No,83.73,78.11,Data Science,1
Aarav Kapoor,,0,No,3,Mechanical,6.94,CS50 Certificate,No,80.83,73.85,Business Intelligence,0
Neha Rao,Swift,2,Yes,5,Other,6.57,Certified Ethical Hacker,No,79.86,75.25,Electronics Design,0
Leena Joshi,"Selenium, Networking, Network Security, Embedded Systems, Linux, CSS",3,No,3,CSE,7.03,AWS Certified Solutions Architect,No,91.36,82.87,Networking,0
Arjun Jain,"Deep Learning, OpenCV",1,Yes,2,CSE,7.45,Certified Ethical Hacker,No,75.54,68.67,Computer Vision,1
Kabir Kapoor,"CI/CD, Kubernetes",1,No,4,ECE,8.4,Data Science Professional Certificate,No,70.1,99.0,DevOps,1
Karan Desai,"React, iOS Development, OpenCV, CSS, Kubernetes, HTML",5,Yes,3,IT,5.41,AWS Certified Solutions Architect,Yes,86.04,68.0,Web Development,0
Aditya Joshi,Digital Marketing,2,No,3,ECE,8.67,Certified Ethical Hacker,Yes,73.04,82.53,Digital Marketing,0
Ananya Garg,"Embedded Systems, C/C++, Python",2,Yes,4,IT,7.8,Certified Ethical Hacker,No,81.96,85.72,Internet of Things (IoT),1
Neha Garg,"UI/UX Design, Java, Networking",1,No,5,Mechanical,4.2,Google IT Support Certificate,Yes,93.1,56.93,UI/UX Design,0
Pooja Bhat,"Deep Learning, Unity, Azure",1,No,3,Other,5.08,Google IT Support Certificate,Yes,83.39,54.79,Computer Vision,0
Simran Saxena,NLP,3,Yes,3,Civil,5.4,Certified Ethical Hacker,Yes,75.74,56.4,Information Technology (IT) Support,0
Vedant Sharma,Android Development,3,No,5,IT,8.12,Google IT Support Certificate,No,76.38,87.33,Automation,1
Neha Shah,"Transformers, NLP, CI/CD, Python",3,No,5,Mechanical,8.88,Google IT Support Certificate,No,75.14,86.41,Natural Language Processing (NLP),1
Isha Patel,"Kubernetes, Android Development",2,Yes,2,CSE,4.0,"Cisco CCNA, NPTEL DBMS",Yes,74.2,44.97,DevOps,0
Tanvi Bhatt,"CI/CD, Data Analysis, HTML",1,Yes,4,Mechanical,7.49,"IBM Data Science Professional Certificate, CS50 Certificate",No,85.44,82.34,Computer Vision,1
Simran Das,"TensorFlow, Docker",2,Yes,5,Civil,7.26,Cisco CCNA,No,79.19,74.18,Electronics Design,0
Kavya Patel,"SQL, Data Analysis, Python, Machine Learning",1,No,1,Other,6.84,CS50 Introduction to CS,No,89.77,70.32,Data Science,1
Prachi Roy,Deep Learning,1,No,3,Civil,6.24,PMP Certification,No,75.58,63.49,Digital Marketing,0
Ishaan Kapoor,"Digital Marketing, Blockchain",0,No,3,IT,5.91,"PMP basics, Certified Ethical Hacker",Yes,79.06,62.75,Digital Marketing,0
Karan Patel,C/C++,1,No,3,Other,4.46,Python for Everybody,No,70.66,58.75,Embedded Systems,0
Isha Rao,"SQL, Database Design",0,No,3,ECE,6.95,"NPTEL DBMS, Google UX Design, Kaggle Micro-Course",No,83.09,70.29,Database Management,1
Ananya Patel,Deep Learning,0,No,3,Mechanical,7.14,freeCodeCamp Certificate,Yes,71.87,69.88,Computer Vision,1
Maya Kumar,"Embedded Systems, Blockchain",0,No,4,Other,7.67,"Tableau Certification, IBM Data Science Professional Certificate, Azure Fundamentals",No,76.7,77.89,Embedded Systems,0
Tara Mehta,"Spark, Selenium",1,Yes,3,Electrical,7.2,Kaggle Micro-Course,No,91.36,77.77,Hardware Design,1
Sakshi Chopra,"Cryptography, Spark",0,No,3,Other,6.17,PMP Certification,No,91.74,69.79,Blockchain Technology,0
Leena Jain,"Deep Learning, SQL, ETL, Kotlin",2,Yes,3,IT,7.95,Certified Ethical Hacker,No,81.17,85.23,Data Engineering,1
Rohit Verma,"Cryptography, Blockchain",0,No,1,Electrical,9.5,UI/UX Design Certificate,No,81.3,99.0,Blockchain Technology,0
Pooja Malhotra,"Node.js, Automation",0,No,5,ECE,9.51,"freeCodeCamp Certificate, Coursera Python, Google IT Support",No,73.92,97.58,Software Testing,0
Neha Roy,"JavaScript, Kubernetes",2,Yes,4,Civil,6.43,IBM Data Science Professional Certificate,No,77.54,66.17,Cloud Computing,0
Sneha Singh,"Database Design, Blockchain",0,No,4,ECE,6.88,Certified Ethical Hacker,No,75.71,62.78,Database Management,1
Maya Patel,HTML,1,Yes,3,Electrical,6.57,Google UX Design,No,87.01,70.21,Electronics Design,0
Rahul Sharma,"CI/CD, HTML, Solidity",0,Yes,3,Electrical,4.32,Google IT Support Certificate,Yes,77.41,53.97,DevOps,0
Leena Kumar,"C/C++, Embedded Systems, Java, Python, Deep Learning",1,No,4,Civil,6.04,Android Certification,No,87.68,65.07,Internet of Things (IoT),0
Sakshi Singh,"Docker, Kubernetes, Kotlin",0,No,3,Electrical,8.77,PMP Certification,No,86.11,92.83,Cloud Computing,1
Leena Saxena,"React, Spark, CSS",3,Yes,4,Civil,6.52,Java Programming Masterclass,Yes,84.02,73.84,Automation,0
Kavya Shah,ETL,5,No,4,Other,7.13,Deep Learning Specialization,No,80.88,61.86,Data Engineering,1
Tara Patel,"Deep Learning, Machine Learning",0,No,2,Electrical,9.42,freeCodeCamp Certificate,No,95.23,98.94,Artificial Intelligence,1
Isha Sharma,"CI/CD, C++, Kubernetes",1,No,4,IT,6.06,Deep Learning Specialization,No,75.55,61.88,DevOps,1
Sneha Das,"Embedded Systems, Java, C/C++, Linux",0,No,3,ECE,7.69,PMP Certification,No,88.18,83.48,Internet of Things (IoT),0
Arjun Pandey,"Angular, Power BI",1,No,3,Mechanical,8.31,Coursera ML,No,75.08,80.68,Game Development,0
Leena Nair,Hadoop,1,No,5,Other,8.42,"Google IT Support, Google UX Design, Coursera Python",No,91.44,86.11,Automation,0
Neha Kapoor,"Hardware, IT Support, Networking",2,Yes,3,Mechanical,7.39,Certified Ethical Hacker,No,81.39,75.59,Information Technology (IT) Support,1
Aditya Iyer,"TensorFlow, Machine Learning",1,No,3,CSE,5.34,"TensorFlow Specialization, Coursera ML",Yes,68.95,57.73,Augmented Reality (AR) / Virtual Reality (VR),0
Sakshi Joshi,"SQL, Data Analysis, Networking",2,Yes,4,Mechanical,7.55,UI/UX Design Certificate,No,86.84,66.56,Data Science,0
Tanvi Rao,"Automation, Selenium, Software Testing",1,Yes,3,Civil,7.17,Python for Everybody,Yes,85.14,63.57,Software Testing,0
Ishaan Kapoor,"OpenCV, Big Data, SQL",4,No,5,Mechanical,7.73,Google IT Support Certificate,No,83.01,84.04,Data Engineering,0
Prachi Bhat,"Docker, Linux",0,No,3,Mechanical,7.18,Deep Learning Specialization,No,73.91,72.65,Cloud Computing,0
Simran Malhotra,SEO,0,Yes,4,Electrical,6.02,Deep Learning Specialization,No,76.06,56.41,Augmented Reality (AR) / Virtual Reality (VR),1
Kabir Das,"Deep Learning, Computer Vision, Python, Machine Learning",2,Yes,5,Other,5.73,Google IT Support Certificate,No,81.71,65.73,Artificial Intelligence,1
Vedant Bhatt,Python,1,Yes,4,Civil,8.98,Java Programming Masterclass,No,80.12,96.24,Digital Marketing,0
Vihaan Patel,"UI/UX Design, Networking, Machine Learning",4,No,3,IT,6.27,Python for Everybody,No,81.29,68.41,UI/UX Design,0
Isha Joshi,"Transformers, NLP, Python",1,No,3,Mechanical,8.55,Cisco CCNA,Yes,86.3,80.35,Natural Language Processing (NLP),0
Kabir Bhat,Solidity,1,No,4,IT,6.43,"Google IT Support, Power BI Certification, PMP basics",No,90.07,66.58,Automation,1
Neha Garg,"CI/CD, Embedded Systems, C/C++",1,No,3,IT,7.65,Power BI Certification,No,90.39,76.94,Internet of Things (IoT),0
Tara Malhotra,SQL,0,No,3,Mechanical,5.28,"Cisco CCNA, Coursera ML",No,84.27,62.5,Hardware Design,1
Aarav Iyer,Node.js,1,No,5,IT,7.52,"Certified Ethical Hacker, Kaggle Micro-Course",No,78.0,74.93,Automation,1
Maya Shah,Figma,2,No,2,Civil,7.31,Certified Ethical Hacker,No,70.12,80.4,Hardware Design,0
Vihaan Kapoor,"Deep Learning, Figma",1,No,2,ECE,6.39,Google IT Support Certificate,No,68.8,68.94,Robotics,1
Karan Malhotra,"Transformers, NLP, Python",1,Yes,4,CSE,8.01,CS50 Certificate,No,79.23,86.32,Natural Language Processing (NLP),1
Vedant Chopra,Kubernetes,1,Yes,2,ECE,6.07,Coursera ML,No,79.51,65.99,DevOps,0
Ananya Pandey,Power BI,1,No,4,IT,6.94,Coursera Python,No,75.46,83.84,Electronics Design,0
Karan Verma,"Hadoop, Big Data, Spark",5,Yes,3,CSE,6.79,Python for Everybody,No,75.32,73.62,Big Data Analytics,1
Neha Iyer,"Hadoop, Spark, Swift",2,Yes,3,Other,7.88,Certified Ethical Hacker,No,87.45,83.24,Big Data Analytics,0
Leena Joshi,"Angular, Embedded Systems, C/C++, Linux",2,Yes,3,IT,8.9,AWS Certified Solutions Architect,No,79.35,87.86,Embedded Systems,0
Tanvi Singh,"HTML, Automation",3,Yes,3,Electrical,8.87,Deep Learning Specialization,Yes,91.57,92.46,Information Technology (IT) Support,0
Arjun Saxena,Docker,1,Yes,3,Civil,6.43,PMP Certification,No,79.71,73.93,Cloud Computing,0
Aarav Nair,"UI/UX Design, HTML, Figma",1,No,4,ECE,6.17,Python for Everybody,No,72.85,60.81,UI/UX Design,0
Aditya Iyer,"CSS, Hardware",2,No,5,Mechanical,5.9,PMP Certification,No,79.29,66.8,Information Technology (IT) Support,1
Prachi Iyer,"Transformers, NLP, Python",2,Yes,4,Electrical,7.48,UI/UX Design Certificate,No,80.56,69.58,Natural Language Processing (NLP),1
Rohit Rao,"TensorFlow, C++, OpenCV, Computer Vision",1,No,3,IT,7.38,"Udemy Full Stack, PMP basics, IBM Data Science Professional Certificate",No,76.8,69.41,Computer Vision,1
Riya Bhatt,"Tableau, IT Support, Cyber Security",3,No,1,Other,7.06,Tableau Certification,No,80.98,71.09,Information Technology (IT) Support,0
Rohit Mehta,"Deep Learning, Data Analysis, Python",1,Yes,3,Civil,7.29,AWS Certified Solutions Architect,No,82.34,67.49,Machine Learning,1
Simran Khan,"NLP, SQL",1,No,3,ECE,6.42,freeCodeCamp Certificate,No,80.58,70.95,Natural Language Processing (NLP),1
Maya Desai,"Figma, Power BI, Linux, Networking",0,No,4,IT,5.73,"IBM Data Science Professional Certificate, Tableau Certification, Coursera ML",No,77.05,63.45,Cyber Security,0
Pooja Rao,"Embedded Systems, C/C++, Kubernetes",5,Yes,5,Electrical,8.21,"Google UX Design, PMP basics, TensorFlow Specialization",No,79.14,82.65,Internet of Things (IoT),1
Sneha Desai,"Embedded Systems, Java, Control Systems",0,No,3,CSE,8.68,Power BI Certification,No,79.22,85.25,Robotics,1
Kavya Iyer,"React, CSS, HTML",0,Yes,3,Electrical,6.37,"Google UX Design, fast.ai course",No,87.87,77.5,Web Development,1
Maya Garg,Agile,1,Yes,4,IT,6.4,Tableau Certification,No,76.53,68.35,Project Management,1
Vedant Mehta,"UI/UX Design, Automation, Blockchain",2,No,3,ECE,6.75,Tableau Certification,No,76.88,69.77,UI/UX Design,0
Manish Verma,"SQL, Python, Machine Learning",1,Yes,1,Other,4.52,"Coursera Python, Certified Ethical Hacker, NPTEL DBMS",No,81.99,56.12,Data Science,0
Kavya Jain,Networking,0,No,2,Other,7.45,IBM Data Science Professional Certificate,No,84.65,73.86,Information Technology (IT) Support,1
Simran Iyer,"Java, Spark",0,No,2,Mechanical,7.0,Data Science Professional Certificate,No,85.83,73.22,Networking,0
Tanvi Das,Tableau,1,Yes,4,CSE,8.78,PMP Certification,No,77.88,98.06,Cloud Computing,1
Neha Rao,"CI/CD, Docker, Kubernetes",1,No,3,Electrical,6.5,CS50 Introduction to CS,No,65.94,64.03,DevOps,1
Vihaan Kumar,SEO,0,No,3,IT,6.43,Coursera Python,No,88.86,68.14,Electronics Design,0
Simran Pandey,"Embedded Systems, Solidity",1,No,4,Civil,8.57,CS50 Introduction to CS,No,81.4,88.27,Internet of Things (IoT),1
Neha Patel,Digital Marketing,0,No,4,ECE,8.4,fast.ai course,Yes,73.5,87.65,Digital Marketing,0
Prachi Nair,Linux,0,No,2,Civil,6.97,"CS50 Certificate, Google IT Support",No,78.37,82.51,Electronics Design,0
Tara Das,"C/C++, Unity",2,No,4,Other,6.99,Java Programming Masterclass,No,73.39,64.99,Internet of Things (IoT),1
Vedant Nair,"Embedded Systems, C/C++",3,No,4,IT,8.74,Google IT Support,No,88.18,99.0,Internet of Things (IoT),1
Manish Desai,"Linux, Python, Docker, Kubernetes, Cloud Computing",0,Yes,4,Electrical,6.32,TensorFlow Specialization,No,77.06,74.35,Cloud Computing,0
